dataset	mismatches	cover_extension	island_of_exact_match	num_probes
enterovirus_a	0	0	25	78100
enterovirus_a	0	25	25	38287
enterovirus_a	0	50	25	24753
enterovirus_a	0	75	25	17754
enterovirus_a	1	0	25	42194
enterovirus_a	1	25	25	20418
enterovirus_a	1	50	25	13136
enterovirus_a	1	75	25	9438
enterovirus_a	2	0	25	26286
enterovirus_a	2	25	25	13192
enterovirus_a	2	50	25	8591
enterovirus_a	2	75	25	6270
enterovirus_a	3	0	25	18810
enterovirus_a	3	25	25	9638
enterovirus_a	3	50	25	6393
enterovirus_a	3	75	25	4686
enterovirus_a	4	0	25	14961
enterovirus_a	4	25	25	7791
enterovirus_a	4	50	25	5169
enterovirus_a	4	75	25	3888
enterovirus_a	6	0	25	11467
enterovirus_a	6	25	25	6021
enterovirus_a	6	50	25	4045
enterovirus_a	6	75	25	2957
enterovirus_a	8	0	25	9969
enterovirus_a	8	25	25	5184
enterovirus_a	8	50	25	3456
enterovirus_a	8	75	25	2545
enterovirus_b	0	0	25	46000
enterovirus_b	0	25	25	27160
enterovirus_b	0	50	25	19226
enterovirus_b	0	75	25	14844
enterovirus_b	1	0	25	38572
enterovirus_b	1	25	25	22897
enterovirus_b	1	50	25	16156
enterovirus_b	1	75	25	12397
enterovirus_b	2	0	25	33773
enterovirus_b	2	25	25	19828
enterovirus_b	2	50	25	13870
enterovirus_b	2	75	25	10585
enterovirus_b	3	0	25	29980
enterovirus_b	3	25	25	17381
enterovirus_b	3	50	25	12064
enterovirus_b	3	75	25	9112
enterovirus_b	4	0	25	26744
enterovirus_b	4	25	25	15310
enterovirus_b	4	50	25	10528
enterovirus_b	4	75	25	7953
enterovirus_b	6	0	25	22035
enterovirus_b	6	25	25	12371
enterovirus_b	6	50	25	8378
enterovirus_b	6	75	25	6174
enterovirus_b	8	0	25	18623
enterovirus_b	8	25	25	10207
enterovirus_b	8	50	25	6826
enterovirus_b	8	75	25	4987
enterovirus_c	0	0	25	32916
enterovirus_c	0	25	25	17813
enterovirus_c	0	50	25	12360
enterovirus_c	0	75	25	9325
enterovirus_c	1	0	25	23994
enterovirus_c	1	25	25	13765
enterovirus_c	1	50	25	9645
enterovirus_c	1	75	25	7316
enterovirus_c	2	0	25	20327
enterovirus_c	2	25	25	11845
enterovirus_c	2	50	25	8300
enterovirus_c	2	75	25	6302
enterovirus_c	3	0	25	17920
enterovirus_c	3	25	25	10457
enterovirus_c	3	50	25	7261
enterovirus_c	3	75	25	5512
enterovirus_c	4	0	25	16195
enterovirus_c	4	25	25	9385
enterovirus_c	4	50	25	6560
enterovirus_c	4	75	25	4939
enterovirus_c	6	0	25	13934
enterovirus_c	6	25	25	8005
enterovirus_c	6	50	25	5440
enterovirus_c	6	75	25	4031
enterovirus_c	8	0	25	12348
enterovirus_c	8	25	25	6973
enterovirus_c	8	50	25	4714
enterovirus_c	8	75	25	3428
enterovirus_d	0	0	25	12841
enterovirus_d	0	25	25	5109
enterovirus_d	0	50	25	3038
enterovirus_d	0	75	25	2040
enterovirus_d	1	0	25	4671
enterovirus_d	1	25	25	2080
enterovirus_d	1	50	25	1287
enterovirus_d	1	75	25	876
enterovirus_d	2	0	25	2556
enterovirus_d	2	25	25	1216
enterovirus_d	2	50	25	785
enterovirus_d	2	75	25	538
enterovirus_d	3	0	25	1801
enterovirus_d	3	25	25	895
enterovirus_d	3	50	25	566
enterovirus_d	3	75	25	414
enterovirus_d	4	0	25	1399
enterovirus_d	4	25	25	708
enterovirus_d	4	50	25	476
enterovirus_d	4	75	25	343
enterovirus_d	6	0	25	1169
enterovirus_d	6	25	25	559
enterovirus_d	6	50	25	384
enterovirus_d	6	75	25	271
enterovirus_d	8	0	25	1047
enterovirus_d	8	25	25	528
enterovirus_d	8	50	25	358
enterovirus_d	8	75	25	252
enterovirus_e	0	0	25	1690
enterovirus_e	0	25	25	1079
enterovirus_e	0	50	25	783
enterovirus_e	0	75	25	625
enterovirus_e	1	0	25	1656
enterovirus_e	1	25	25	1052
enterovirus_e	1	50	25	774
enterovirus_e	1	75	25	608
enterovirus_e	2	0	25	1658
enterovirus_e	2	25	25	1048
enterovirus_e	2	50	25	764
enterovirus_e	2	75	25	594
enterovirus_e	3	0	25	1649
enterovirus_e	3	25	25	1032
enterovirus_e	3	50	25	749
enterovirus_e	3	75	25	591
enterovirus_e	4	0	25	1626
enterovirus_e	4	25	25	1008
enterovirus_e	4	50	25	734
enterovirus_e	4	75	25	575
enterovirus_e	6	0	25	1591
enterovirus_e	6	25	25	995
enterovirus_e	6	50	25	732
enterovirus_e	6	75	25	568
enterovirus_e	8	0	25	1569
enterovirus_e	8	25	25	978
enterovirus_e	8	50	25	684
enterovirus_e	8	75	25	543
hpiv_1	0	0	25	2701
hpiv_1	0	25	25	1165
hpiv_1	0	50	25	721
hpiv_1	0	75	25	489
hpiv_1	1	0	25	1109
hpiv_1	1	25	25	536
hpiv_1	1	50	25	333
hpiv_1	1	75	25	252
hpiv_1	2	0	25	661
hpiv_1	2	25	25	316
hpiv_1	2	50	25	214
hpiv_1	2	75	25	158
hpiv_1	3	0	25	526
hpiv_1	3	25	25	264
hpiv_1	3	50	25	186
hpiv_1	3	75	25	144
hpiv_1	4	0	25	446
hpiv_1	4	25	25	235
hpiv_1	4	50	25	166
hpiv_1	4	75	25	125
hpiv_1	6	0	25	416
hpiv_1	6	25	25	223
hpiv_1	6	50	25	155
hpiv_1	6	75	25	123
hpiv_1	8	0	25	394
hpiv_1	8	25	25	222
hpiv_1	8	50	25	161
hpiv_1	8	75	25	123
hpiv_2	0	0	25	3030
hpiv_2	0	25	25	1255
hpiv_2	0	50	25	771
hpiv_2	0	75	25	553
hpiv_2	1	0	25	1234
hpiv_2	1	25	25	588
hpiv_2	1	50	25	382
hpiv_2	1	75	25	272
hpiv_2	2	0	25	831
hpiv_2	2	25	25	426
hpiv_2	2	50	25	267
hpiv_2	2	75	25	183
hpiv_2	3	0	25	635
hpiv_2	3	25	25	322
hpiv_2	3	50	25	218
hpiv_2	3	75	25	141
hpiv_2	4	0	25	543
hpiv_2	4	25	25	283
hpiv_2	4	50	25	183
hpiv_2	4	75	25	129
hpiv_2	6	0	25	467
hpiv_2	6	25	25	256
hpiv_2	6	50	25	168
hpiv_2	6	75	25	116
hpiv_2	8	0	25	455
hpiv_2	8	25	25	244
hpiv_2	8	50	25	157
hpiv_2	8	75	25	121
hpiv_3	0	0	25	11633
hpiv_3	0	25	25	4157
hpiv_3	0	50	25	2370
hpiv_3	0	75	25	1565
